Fraction,Population,Recruitment Duration,Release Duration
0.6724100459437476,Active,1.01,1.91
0.2058427930784338,Irreversibly Silent,1.01,1.91
0.6812070502926851,Active,1.01,2.01
0.2058427930784338,Irreversibly Silent,1.01,2.01
0.689368434756361,Active,1.01,2.11
0.2058427930784338,Irreversibly Silent,1.01,2.11
0.6969401050647127,Active,1.01,2.21
0.2058427930784338,Irreversibly Silent,1.01,2.21
0.7039646673395669,Active,1.01,2.31
0.2058427930784338,Irreversibly Silent,1.01,2.31
0.710481638899395,Active,1.01,2.41
0.2058427930784338,Irreversibly Silent,1.01,2.41
0.7165276595673429,Active,1.01,2.51
0.2058427930784338,Irreversibly Silent,1.01,2.51
0.7221366839808226,Active,1.01,2.61
0.2058427930784338,Irreversibly Silent,1.01,2.61
0.7273406358805252,Active,1.01,2.71
0.2058427930784338,Irreversibly Silent,1.01,2.71
0.7321685682987932,Active,1.01,2.81
0.2058427930784338,Irreversibly Silent,1.01,2.81
0.7366476504420085,Active,1.01,2.91
0.2058427930784338,Irreversibly Silent,1.01,2.91
0.7408030858915102,Active,1.01,3.01
0.2058427930784338,Irreversibly Silent,1.01,3.01
0.7446582504395736,Active,1.01,3.11
0.2058427930784338,Irreversibly Silent,1.01,3.11
0.7482348166980828,Active,1.01,3.21
0.2058427930784338,Irreversibly Silent,1.01,3.21
0.7515528654798947,Active,1.01,3.31
0.2058427930784338,Irreversibly Silent,1.01,3.31
0.7546311025868784,Active,1.01,3.41
0.2058427930784338,Irreversibly Silent,1.01,3.41
0.757487121083157,Active,1.01,3.51
0.2058427930784338,Irreversibly Silent,1.01,3.51
0.7601367735665276,Active,1.01,3.61
0.2058427930784338,Irreversibly Silent,1.01,3.61
0.7625949707354258,Active,1.01,3.71
0.2058427930784338,Irreversibly Silent,1.01,3.71
0.7648755440237415,Active,1.01,3.81
0.2058427930784338,Irreversibly Silent,1.01,3.81
0.7669913207945918,Active,1.01,3.91
0.2058427930784338,Irreversibly Silent,1.01,3.91
0.7689541921261157,Active,1.01,4.01
0.2058427930784338,Irreversibly Silent,1.01,4.01
0.7707751731892913,Active,1.01,4.11
0.2058427930784338,Irreversibly Silent,1.01,4.11
0.7724644562177755,Active,1.01,4.21
0.2058427930784338,Irreversibly Silent,1.01,4.21
0.7740318579005017,Active,1.01,4.31
0.2058427930784338,Irreversibly Silent,1.01,4.31
0.7754860454457302,Active,1.01,4.41
0.2058427930784338,Irreversibly Silent,1.01,4.41
0.7768351583095925,Active,1.01,4.51
0.2058427930784338,Irreversibly Silent,1.01,4.51
0.7780867880506998,Active,1.01,4.61
0.2058427930784338,Irreversibly Silent,1.01,4.61
0.7792479759279375,Active,1.01,4.71
0.2058427930784338,Irreversibly Silent,1.01,4.71
0.7803252505926425,Active,1.01,4.81
0.2058427930784338,Irreversibly Silent,1.01,4.81
0.781324661838224,Active,1.01,4.91
0.2058427930784338,Irreversibly Silent,1.01,4.91
0.7822518104072314,Active,1.01,5.01
0.2058427930784338,Irreversibly Silent,1.01,5.01
0.27077884333016355,Active,1.11,0.01
0.23114882876199735,Irreversibly Silent,1.11,0.01
0.3067678132952754,Active,1.11,0.11
0.23114882876199735,Irreversibly Silent,1.11,0.11
0.34015634575790216,Active,1.11,0.21
0.23114882876199735,Irreversibly Silent,1.11,0.21
0.37113233878522944,Active,1.11,0.31
0.23114882876199735,Irreversibly Silent,1.11,0.31
0.3998701110112837,Active,1.11,0.41
0.23114882876199735,Irreversibly Silent,1.11,0.41
0.4265313960249159,Active,1.11,0.51
0.23114882876199735,Irreversibly Silent,1.11,0.51
0.4512662290644449,Active,1.11,0.61
0.23114882876199735,Irreversibly Silent,1.11,0.61
0.4742138044941213,Active,1.11,0.71
0.23114882876199735,Irreversibly Silent,1.11,0.71
0.4955032449130659,Active,1.11,0.81
0.23114882876199735,Irreversibly Silent,1.11,0.81
0.5152544130855005,Active,1.11,0.91
0.23114882876199735,Irreversibly Silent,1.11,0.91
0.5335784304728804,Active,1.11,1.01
0.23114882876199735,Irreversibly Silent,1.11,1.01
0.5505784155145954,Active,1.11,1.11
0.23114882876199735,Irreversibly Silent,1.11,1.11
0.5663500262081786,Active,1.11,1.21
0.23114882876199735,Irreversibly Silent,1.11,1.21
0.5809819870801604,Active,1.11,1.31
0.23114882876199735,Irreversibly Silent,1.11,1.31
0.5945567593513327,Active,1.11,1.41
0.23114882876199735,Irreversibly Silent,1.11,1.41
0.6071506657365593,Active,1.11,1.51
0.23114882876199735,Irreversibly Silent,1.11,1.51
0.6188345784115639,Active,1.11,1.61
0.23114882876199735,Irreversibly Silent,1.11,1.61
0.6296742419416347,Active,1.11,1.71
0.23114882876199735,Irreversibly Silent,1.11,1.71
0.6397306326617258,Active,1.11,1.81
0.23114882876199735,Irreversibly Silent,1.11,1.81
0.6490602834936192,Active,1.11,1.91
0.23114882876199735,Irreversibly Silent,1.11,1.91
0.6577159521436697,Active,1.11,2.01
0.23114882876199735,Irreversibly Silent,1.11,2.01
0.6657461955281783,Active,1.11,2.11
0.23114882876199735,Irreversibly Silent,1.11,2.11
0.6731962003973634,Active,1.11,2.21
0.23114882876199735,Irreversibly Silent,1.11,2.21
0.680107887738251,Active,1.11,2.31
0.23114882876199735,Irreversibly Silent,1.11,2.31
0.6865201386283786,Active,1.11,2.41
0.23114882876199735,Irreversibly Silent,1.11,2.41
0.6924690016492431,Active,1.11,2.51
0.23114882876199735,Irreversibly Silent,1.11,2.51
0.6979879136351254,Active,1.11,2.61
0.23114882876199735,Irreversibly Silent,1.11,2.61
0.7031082455755454,Active,1.11,2.71
0.23114882876199735,Irreversibly Silent,1.11,2.71
0.7078586001023014,Active,1.11,2.81
0.23114882876199735,Irreversibly Silent,1.11,2.81
0.7122657097268195,Active,1.11,2.91
0.23114882876199735,Irreversibly Silent,1.11,2.91
0.7163543726343444,Active,1.11,3.01
0.23114882876199735,Irreversibly Silent,1.11,3.01
0.7201475880331019,Active,1.11,3.11
0.23114882876199735,Irreversibly Silent,1.11,3.11
0.7236666783967969,Active,1.11,3.21
0.23114882876199735,Irreversibly Silent,1.11,3.21
0.7269313986004516,Active,1.11,3.31
0.23114882876199735,Irreversibly Silent,1.11,3.31
0.7299601987762044,Active,1.11,3.41
0.23114882876199735,Irreversibly Silent,1.11,3.41
0.7327703248563681,Active,1.11,3.51
0.23114882876199735,Irreversibly Silent,1.11,3.51
0.7353774009265451,Active,1.11,3.61
0.23114882876199735,Irreversibly Silent,1.11,3.61
0.7377960979740438,Active,1.11,3.71
0.23114882876199735,Irreversibly Silent,1.11,3.71
0.7400400248400262,Active,1.11,3.81
0.23114882876199735,Irreversibly Silent,1.11,3.81
0.7421218020157607,Active,1.11,3.91
0.23114882876199735,Irreversibly Silent,1.11,3.91
0.744053128091454,Active,1.11,4.01
0.23114882876199735,Irreversibly Silent,1.11,4.01
0.7458448388576615,Active,1.11,4.11
0.23114882876199735,Irreversibly Silent,1.11,4.11
0.7475069590592784,Active,1.11,4.21
0.23114882876199735,Irreversibly Silent,1.11,4.21
0.749049213333813,Active,1.11,4.31
0.23114882876199735,Irreversibly Silent,1.11,4.31
0.7504800337591161,Active,1.11,4.41
0.23114882876199735,Irreversibly Silent,1.11,4.41
0.7518074678877749,Active,1.11,4.51
0.23114882876199735,Irreversibly Silent,1.11,4.51
0.7530389851557426,Active,1.11,4.61
0.23114882876199735,Irreversibly Silent,1.11,4.61
0.7541815133483,Active,1.11,4.71
0.23114882876199735,Irreversibly Silent,1.11,4.71
0.7552414755549274,Active,1.11,4.81
0.23114882876199735,Irreversibly Silent,1.11,4.81
0.7562248232106238,Active,1.11,4.91
0.23114882876199735,Irreversibly Silent,1.11,4.91
0.75713706522367,Active,1.11,5.01
0.23114882876199735,Irreversibly Silent,1.11,5.01
0.2560613828724596,Active,1.21,0.01
0.2559917758708412,Irreversibly Silent,1.21,0.01
0.2913187204732451,Active,1.21,0.11
0.2559917758708412,Irreversibly Silent,1.21,0.11
0.32402848577506865,Active,1.21,0.21
0.2559917758708412,Irreversibly Silent,1.21,0.21
0.3543747569917633,Active,1.21,0.31
0.2559917758708412,Irreversibly Silent,1.21,0.31
0.3825283091419632,Active,1.21,0.41
0.2559917758708412,Irreversibly Silent,1.21,0.41
0.4086475875511797,Active,1.21,0.51
0.2559917758708412,Irreversibly Silent,1.21,0.51
0.4328795774752659,Active,1.21,0.61
0.2559917758708412,Irreversibly Silent,1.21,0.61
0.45536064338791993,Active,1.21,0.71
0.2559917758708412,Irreversibly Silent,1.21,0.71
0.47621728435807287,Active,1.21,0.81
0.2559917758708412,Irreversibly Silent,1.21,0.81
0.4955669240549429,Active,1.21,0.91
0.2559917758708412,Irreversibly Silent,1.21,0.91
0.5135184259930039,Active,1.21,1.01
0.2559917758708412,Irreversibly Silent,1.21,1.01
0.5301728121110908,Active,1.21,1.11
0.2559917758708412,Irreversibly Silent,1.21,1.11
0.545623795179454,Active,1.21,1.21
0.2559917758708412,Irreversibly Silent,1.21,1.21
0.5599583006704864,Active,1.21,1.31
0.2559917758708412,Irreversibly Silent,1.21,1.31
0.5732571064779798,Active,1.21,1.41
0.2559917758708412,Irreversibly Silent,1.21,1.41
0.5855949867502284,Active,1.21,1.51
0.2559917758708412,Irreversibly Silent,1.21,1.51
0.5970413727053802,Active,1.21,1.61
0.2559917758708412,Irreversibly Silent,1.21,1.61
0.6076606718007933,Active,1.21,1.71
0.2559917758708412,Irreversibly Silent,1.21,1.71
0.617512619434828,Active,1.21,1.81
0.2559917758708412,Irreversibly Silent,1.21,1.81
0.6266526083982495,Active,1.21,1.91
0.2559917758708412,Irreversibly Silent,1.21,1.91
0.6351323160490988,Active,1.21,2.01
0.2559917758708412,Irreversibly Silent,1.21,2.01
0.642999309478026,Active,1.21,2.11
0.2559917758708412,Irreversibly Silent,1.21,2.11
0.6502978601361463,Active,1.21,2.21
0.2559917758708412,Irreversibly Silent,1.21,2.21
0.657069036348434,Active,1.21,2.31
0.2559917758708412,Irreversibly Silent,1.21,2.31
0.6633509277308935,Active,1.21,2.41
0.2559917758708412,Irreversibly Silent,1.21,2.41
0.6691788479917342,Active,1.21,2.51
0.2559917758708412,Irreversibly Silent,1.21,2.51
0.6745855769342516,Active,1.21,2.61
0.2559917758708412,Irreversibly Silent,1.21,2.61
0.6796018153883749,Active,1.21,2.71
0.2559917758708412,Irreversibly Silent,1.21,2.71
0.6842555978437735,Active,1.21,2.81
0.2559917758708412,Irreversibly Silent,1.21,2.81
0.6885731132449933,Active,1.21,2.91
0.2559917758708412,Irreversibly Silent,1.21,2.91
0.6925786552963624,Active,1.21,3.01
0.2559917758708412,Irreversibly Silent,1.21,3.01
0.6962947548416178,Active,1.21,3.11
0.2559917758708412,Irreversibly Silent,1.21,3.11
0.6997422993317063,Active,1.21,3.21
0.2559917758708412,Irreversibly Silent,1.21,3.21
0.7029406393807635,Active,1.21,3.31
0.2559917758708412,Irreversibly Silent,1.21,3.31
0.7059078869960989,Active,1.21,3.41
0.2559917758708412,Irreversibly Silent,1.21,3.41
0.7086608845224366,Active,1.21,3.51
0.2559917758708412,Irreversibly Silent,1.21,3.51
0.7112149599277234,Active,1.21,3.61
0.2559917758708412,Irreversibly Silent,1.21,3.61
0.7135844858429439,Active,1.21,3.71
0.2559917758708412,Irreversibly Silent,1.21,3.71
0.7157827941591792,Active,1.21,3.81
0.2559917758708412,Irreversibly Silent,1.21,3.81
0.7178222481717155,Active,1.21,3.91
0.2559917758708412,Irreversibly Silent,1.21,3.91
0.7197143074805062,Active,1.21,4.01
0.2559917758708412,Irreversibly Silent,1.21,4.01
0.7214695856469919,Active,1.21,4.11
0.2559917758708412,Irreversibly Silent,1.21,4.11
0.7230979284282862,Active,1.21,4.21
0.2559917758708412,Irreversibly Silent,1.21,4.21
0.7246088334951184,Active,1.21,4.31
0.2559917758708412,Irreversibly Silent,1.21,4.31
0.7260105658076695,Active,1.21,4.41
0.2559917758708412,Irreversibly Silent,1.21,4.41
0.7273110135920998,Active,1.21,4.51
0.2559917758708412,Irreversibly Silent,1.21,4.51
0.7285174943160766,Active,1.21,4.61
0.2559917758708412,Irreversibly Silent,1.21,4.61
0.7296367946477124,Active,1.21,4.71
0.2559917758708412,Irreversibly Silent,1.21,4.71
0.730675206553731,Active,1.21,4.81
0.2559917758708412,Irreversibly Silent,1.21,4.81
0.7316385595368616,Active,1.21,4.91
0.2559917758708412,Irreversibly Silent,1.21,4.91
0.7325322490124608,Active,1.21,5.01
0.2559917758708412,Irreversibly Silent,1.21,5.01
0.2432442592696994,Active,1.31,0.01
0.2802884674766587,Irreversibly Silent,1.31,0.01
0.2776721233084028,Active,1.31,0.11
0.2802884674766587,Irreversibly Silent,1.31,0.11
0.30961234991563297,Active,1.31,0.21
0.2802884674766587,Irreversibly Silent,1.31,0.21
0.33924468662583696,Active,1.31,0.31
0.2802884674766587,Irreversibly Silent,1.31,0.31
0.36673589088592007,Active,1.31,0.41
0.2802884674766587,Irreversibly Silent,1.31,0.41
0.3922406801509335,Active,1.31,0.51
0.2802884674766587,Irreversibly Silent,1.31,0.51
0.4159025817629695,Active,1.31,0.61
0.2802884674766587,Irreversibly Silent,1.31,0.61
0.4378547519230843,Active,1.31,0.71
0.2802884674766587,Irreversibly Silent,1.31,0.71
0.45822071476390913,Active,1.31,0.81
0.2802884674766587,Irreversibly Silent,1.31,0.81
0.47711512960794755,Active,1.31,0.91
0.2802884674766587,Irreversibly Silent,1.31,0.91
0.4946442996381252,Active,1.31,1.01
0.2802884674766587,Irreversibly Silent,1.31,1.01
0.5109068699877388,Active,1.31,1.11
0.2802884674766587,Irreversibly Silent,1.31,1.11
0.5259943482697539,Active,1.31,1.21
0.2802884674766587,Irreversibly Silent,1.31,1.21
0.539991618575323,Active,1.31,1.31
0.2802884674766587,Irreversibly Silent,1.31,1.31
0.552977552990719,Active,1.31,1.41
0.2802884674766587,Irreversibly Silent,1.31,1.41
0.5650251688479867,Active,1.31,1.51
0.2802884674766587,Irreversibly Silent,1.31,1.51
0.5762022637667001,Active,1.31,1.61
0.2802884674766587,Irreversibly Silent,1.31,1.61
0.5865717294842584,Active,1.31,1.71
0.2802884674766587,Irreversibly Silent,1.31,1.71
0.596191894992663,Active,1.31,1.81
0.2802884674766587,Irreversibly Silent,1.31,1.81
0.6051168598952512,Active,1.31,1.91
0.2802884674766587,Irreversibly Silent,1.31,1.91
0.6133970714225476,Active,1.31,2.01
0.2802884674766587,Irreversibly Silent,1.31,2.01
0.6210789836073641,Active,1.31,2.11
0.2802884674766587,Irreversibly Silent,1.31,2.11
0.628205826249118,Active,1.31,2.21
0.2802884674766587,Irreversibly Silent,1.31,2.21
0.6348177011338499,Active,1.31,2.31
0.2802884674766587,Irreversibly Silent,1.31,2.31
0.6409518009403272,Active,1.31,2.41
0.2802884674766587,Irreversibly Silent,1.31,2.41
0.646642606960946,Active,1.31,2.51
0.2802884674766587,Irreversibly Silent,1.31,2.51
0.6519221459987355,Active,1.31,2.61
0.2802884674766587,Irreversibly Silent,1.31,2.61
0.6568203707302414,Active,1.31,2.71
0.2802884674766587,Irreversibly Silent,1.31,2.71
0.661364666708256,Active,1.31,2.81
0.2802884674766587,Irreversibly Silent,1.31,2.81
0.6655806066546449,Active,1.31,2.91
0.2802884674766587,Irreversibly Silent,1.31,2.91
0.6694919124464103,Active,1.31,3.01
0.2802884674766587,Irreversibly Silent,1.31,3.01
0.6731205842092489,Active,1.31,3.11
0.2802884674766587,Irreversibly Silent,1.31,3.11
0.6764870167478584,Active,1.31,3.21
0.2802884674766587,Irreversibly Silent,1.31,3.21
0.6796101033129885,Active,1.31,3.31
0.2802884674766587,Irreversibly Silent,1.31,3.31
0.6825075595318602,Active,1.31,3.41
0.2802884674766587,Irreversibly Silent,1.31,3.41
0.6851957889089861,Active,1.31,3.51
0.2802884674766587,Irreversibly Silent,1.31,3.51
0.687689776067677,Active,1.31,3.61
0.2802884674766587,Irreversibly Silent,1.31,3.61
0.6900035554163748,Active,1.31,3.71
0.2802884674766587,Irreversibly Silent,1.31,3.71
0.692150144957013,Active,1.31,3.81
0.2802884674766587,Irreversibly Silent,1.31,3.81
0.6941416166121028,Active,1.31,3.91
0.2802884674766587,Irreversibly Silent,1.31,3.91
0.695989159443447,Active,1.31,4.01
0.2802884674766587,Irreversibly Silent,1.31,4.01
0.6977031357624822,Active,1.31,4.11
0.2802884674766587,Irreversibly Silent,1.31,4.11
0.699293183196143,Active,1.31,4.21
0.2802884674766587,Irreversibly Silent,1.31,4.21
0.7007685419329319,Active,1.31,4.31
0.2802884674766587,Irreversibly Silent,1.31,4.31
0.702137296364647,Active,1.31,4.41
0.2802884674766587,Irreversibly Silent,1.31,4.41
0.7034071491043762,Active,1.31,4.51
0.2802884674766587,Irreversibly Silent,1.31,4.51
0.7045852453674256,Active,1.31,4.61
0.2802884674766587,Irreversibly Silent,1.31,4.61
0.705678211927874,Active,1.31,4.71
0.2802884674766587,Irreversibly Silent,1.31,4.71
0.7066921922845594,Active,1.31,4.81
0.2802884674766587,Irreversibly Silent,1.31,4.81
0.7076328780364964,Active,1.31,4.91
0.2802884674766587,Irreversibly Silent,1.31,4.91
0.7085055364677258,Active,1.31,5.01
0.2802884674766587,Irreversibly Silent,1.31,5.01
0.23190751437532836,Active,1.41,0.01
0.3039827910238416,Irreversibly Silent,1.41,0.01
0.26544246286340095,Active,1.41,0.11
0.3039827910238416,Irreversibly Silent,1.41,0.11
0.2965542928844986,Active,1.41,0.21
0.3039827910238416,Irreversibly Silent,1.41,0.21
0.32541809006523226,Active,1.41,0.31
0.3039827910238416,Irreversibly Silent,1.41,0.31
0.35219628695347316,Active,1.41,0.41
0.3039827910238416,Irreversibly Silent,1.41,0.41
0.3770395880950516,Active,1.41,0.51
0.3039827910238416,Irreversibly Silent,1.41,0.51
0.4000877984044338,Active,1.41,0.61
0.3039827910238416,Irreversibly Silent,1.41,0.61
0.42147062046726586,Active,1.41,0.71
0.3039827910238416,Irreversibly Silent,1.41,0.71
0.44130837556626124,Active,1.41,0.81
0.3039827910238416,Irreversibly Silent,1.41,0.81
0.4597127478649783,Active,1.41,0.91
0.3039827910238416,Irreversibly Silent,1.41,0.91
0.47678728410500393,Active,1.41,1.01
0.3039827910238416,Irreversibly Silent,1.41,1.01
0.4926280708675601,Active,1.41,1.11
0.3039827910238416,Irreversibly Silent,1.41,1.11
0.5073242420905792,Active,1.41,1.21
0.3039827910238416,Irreversibly Silent,1.41,1.21
0.5209584831561386,Active,1.41,1.31
0.3039827910238416,Irreversibly Silent,1.41,1.31
0.5336076163672476,Active,1.41,1.41
0.3039827910238416,Irreversibly Silent,1.41,1.41
0.5453427670870483,Active,1.41,1.51
0.3039827910238416,Irreversibly Silent,1.41,1.51
0.5562299744337619,Active,1.41,1.61
0.3039827910238416,Irreversibly Silent,1.41,1.61
0.56633049863696,Active,1.41,1.71
0.3039827910238416,Irreversibly Silent,1.41,1.71
0.5757011550500545,Active,1.41,1.81
0.3039827910238416,Irreversibly Silent,1.41,1.81
0.584394647986463,Active,1.41,1.91
0.3039827910238416,Irreversibly Silent,1.41,1.91
0.5924601050880755,Active,1.41,2.01
0.3039827910238416,Irreversibly Silent,1.41,2.01
0.599942780241622,Active,1.41,2.11
0.3039827910238416,Irreversibly Silent,1.41,2.11
0.6068847819562416,Active,1.41,2.21
0.3039827910238416,Irreversibly Silent,1.41,2.21
0.6133251716616611,Active,1.41,2.31
0.3039827910238416,Irreversibly Silent,1.41,2.31
0.6193001767572802,Active,1.41,2.41
0.3039827910238416,Irreversibly Silent,1.41,2.41
0.6248433829660681,Active,1.41,2.51
0.3039827910238416,Irreversibly Silent,1.41,2.51
0.6299860007785433,Active,1.41,2.61
0.3039827910238416,Irreversibly Silent,1.41,2.61
0.6347571856731165,Active,1.41,2.71
0.3039827910238416,Irreversibly Silent,1.41,2.71
0.6391836212579863,Active,1.41,2.81
0.3039827910238416,Irreversibly Silent,1.41,2.81
0.6432902169276242,Active,1.41,2.91
0.3039827910238416,Irreversibly Silent,1.41,2.91
0.6471000790817978,Active,1.41,3.01
0.3039827910238416,Irreversibly Silent,1.41,3.01
0.650634636737498,Active,1.41,3.11
0.3039827910238416,Irreversibly Silent,1.41,3.11
0.6539137547638292,Active,1.41,3.21
0.3039827910238416,Irreversibly Silent,1.41,3.21
0.6569558347398645,Active,1.41,3.31
0.3039827910238416,Irreversibly Silent,1.41,3.31
0.6597781563255725,Active,1.41,3.41
0.3039827910238416,Irreversibly Silent,1.41,3.41
0.6623966639216707,Active,1.41,3.51
0.3039827910238416,Irreversibly Silent,1.41,3.51
0.6648259671377986,Active,1.41,3.61
0.3039827910238416,Irreversibly Silent,1.41,3.61
0.667079736316092,Active,1.41,3.71
0.3039827910238416,Irreversibly Silent,1.41,3.71
0.6691706516332037,Active,1.41,3.81
0.3039827910238416,Irreversibly Silent,1.41,3.81
0.6711104715102788,Active,1.41,3.91
0.3039827910238416,Irreversibly Silent,1.41,3.91
0.6729100940720533,Active,1.41,4.01
0.3039827910238416,Irreversibly Silent,1.41,4.01
0.6745796116550755,Active,1.41,4.11
0.3039827910238416,Irreversibly Silent,1.41,4.11
0.6761284305385101,Active,1.41,4.21
0.3039827910238416,Irreversibly Silent,1.41,4.21
0.6775655243289103,Active,1.41,4.31
0.3039827910238416,Irreversibly Silent,1.41,4.31
0.6788987787019202,Active,1.41,4.41
0.3039827910238416,Irreversibly Silent,1.41,4.41
0.6801356964698831,Active,1.41,4.51
0.3039827910238416,Irreversibly Silent,1.41,4.51
0.6812832374501093,Active,1.41,4.61
0.3039827910238416,Irreversibly Silent,1.41,4.61
0.6823478563624824,Active,1.41,4.71
0.3039827910238416,Irreversibly Silent,1.41,4.71
0.6833355370190634,Active,1.41,4.81
0.3039827910238416,Irreversibly Silent,1.41,4.81
0.6842518228056916,Active,1.41,4.91
0.3039827910238416,Irreversibly Silent,1.41,4.91
0.6851018434555837,Active,1.41,5.01
0.3039827910238416,Irreversibly Silent,1.41,5.01
0.2217382444676479,Active,1.51,0.01
0.3270400039523849,Irreversibly Silent,1.51,0.01
0.2543419551248538,Active,1.51,0.11
0.3270400039523849,Irreversibly Silent,1.51,0.11
0.2845898353140238,Active,1.51,0.21
0.3270400039523849,Irreversibly Silent,1.51,0.21
0.3126521086749213,Active,1.51,0.31
0.3270400039523849,Irreversibly Silent,1.51,0.31
0.3386866972090156,Active,1.51,0.41
0.3270400039523849,Irreversibly Silent,1.51,0.41
0.36284012038520536,Active,1.51,0.51
0.3270400039523849,Irreversibly Silent,1.51,0.51
0.3852483009059857,Active,1.51,0.61
0.3270400039523849,Irreversibly Silent,1.51,0.61
0.4060373395482194,Active,1.51,0.71
0.3270400039523849,Irreversibly Silent,1.51,0.71
0.4253242170192552,Active,1.51,0.81
0.3270400039523849,Irreversibly Silent,1.51,0.81
0.44321751506701945,Active,1.51,0.91
0.3270400039523849,Irreversibly Silent,1.51,0.91
0.45981790549340845,Active,1.51,1.01
0.3270400039523849,Irreversibly Silent,1.51,1.01
0.47521880655067245,Active,1.51,1.11
0.3270400039523849,Irreversibly Silent,1.51,1.11
0.4895068767317697,Active,1.51,1.21
0.3270400039523849,Irreversibly Silent,1.51,1.21
0.5027625074883022,Active,1.51,1.31
0.3270400039523849,Irreversibly Silent,1.51,1.31
0.5150603846423516,Active,1.51,1.41
0.3270400039523849,Irreversibly Silent,1.51,1.41
0.5264696598336558,Active,1.51,1.51
0.3270400039523849,Irreversibly Silent,1.51,1.51
0.5370545382394801,Active,1.51,1.61
0.3270400039523849,Irreversibly Silent,1.51,1.61
0.5468745786646607,Active,1.51,1.71
0.3270400039523849,Irreversibly Silent,1.51,1.71
0.5559850181067284,Active,1.51,1.81
0.3270400039523849,Irreversibly Silent,1.51,1.81
0.5644371033802439,Active,1.51,1.91
0.3270400039523849,Irreversibly Silent,1.51,1.91
0.5722785892549679,Active,1.51,2.01
0.3270400039523849,Irreversibly Silent,1.51,2.01
0.5795534765531355,Active,1.51,2.11
0.3270400039523849,Irreversibly Silent,1.51,2.11
0.5863027043944193,Active,1.51,2.21
0.3270400039523849,Irreversibly Silent,1.51,2.21
0.592564249282992,Active,1.51,2.31
0.3270400039523849,Irreversibly Silent,1.51,2.31
0.5983733321025833,Active,1.51,2.41
0.3270400039523849,Irreversibly Silent,1.51,2.41
0.6037626049459013,Active,1.51,2.51
0.3270400039523849,Irreversibly Silent,1.51,2.51
0.6087624227494156,Active,1.51,2.61
0.3270400039523849,Irreversibly Silent,1.51,2.61
0.6134011155782899,Active,1.51,2.71
0.3270400039523849,Irreversibly Silent,1.51,2.71
0.6177046325033261,Active,1.51,2.81
0.3270400039523849,Irreversibly Silent,1.51,2.81
0.6216971911437961,Active,1.51,2.91
0.3270400039523849,Irreversibly Silent,1.51,2.91
0.6254012560722719,Active,1.51,3.01
0.3270400039523849,Irreversibly Silent,1.51,3.01
0.6288376608357821,Active,1.51,3.11
0.3270400039523849,Irreversibly Silent,1.51,3.11
0.6320257179115849,Active,1.51,3.21
0.3270400039523849,Irreversibly Silent,1.51,3.21
0.6349833165975617,Active,1.51,3.31
0.3270400039523849,Irreversibly Silent,1.51,3.31
0.6377272750132689,Active,1.51,3.41
0.3270400039523849,Irreversibly Silent,1.51,3.41
0.6402730685941596,Active,1.51,3.51
0.3270400039523849,Irreversibly Silent,1.51,3.51
0.6426349118456608,Active,1.51,3.61
0.3270400039523849,Irreversibly Silent,1.51,3.61
0.6448260954381634,Active,1.51,3.71
0.3270400039523849,Irreversibly Silent,1.51,3.71
0.6468589472785989,Active,1.51,3.81
0.3270400039523849,Irreversibly Silent,1.51,3.81
0.6487448989491699,Active,1.51,3.91
0.3270400039523849,Irreversibly Silent,1.51,3.91
0.6504945453678468,Active,1.51,4.01
0.3270400039523849,Irreversibly Silent,1.51,4.01
0.6521176976706343,Active,1.51,4.11
0.3270400039523849,Irreversibly Silent,1.51,4.11
0.6536235154269524,Active,1.51,4.21
0.3270400039523849,Irreversibly Silent,1.51,4.21
0.6550207021024366,Active,1.51,4.31
0.3270400039523849,Irreversibly Silent,1.51,4.31
0.6563169329064346,Active,1.51,4.41
0.3270400039523849,Irreversibly Silent,1.51,4.41
0.6575195022826095,Active,1.51,4.51
0.3270400039523849,Irreversibly Silent,1.51,4.51
0.6586351767158127,Active,1.51,4.61
0.3270400039523849,Irreversibly Silent,1.51,4.61
0.6596702315399451,Active,1.51,4.71
0.3270400039523849,Irreversibly Silent,1.51,4.71
0.6606304841288679,Active,1.51,4.81
0.3270400039523849,Irreversibly Silent,1.51,4.81
0.6615213234703649,Active,1.51,4.91
0.3270400039523849,Irreversibly Silent,1.51,4.91
0.6623477361231536,Active,1.51,5.01
0.3270400039523849,Irreversibly Silent,1.51,5.01
0.21250028408377425,Active,1.61,0.01
0.34944041250556784,Irreversibly Silent,1.61,0.01
0.24415292212508166,Active,1.61,0.11
0.34944041250556784,Irreversibly Silent,1.61,0.11
0.27351845088976584,Active,1.61,0.21
0.34944041250556784,Irreversibly Silent,1.61,0.21
0.3007621284744939,Active,1.61,0.31
0.34944041250556784,Irreversibly Silent,1.61,0.31
0.32603727024083146,Active,1.61,0.41
0.34944041250556784,Irreversibly Silent,1.61,0.41
0.3494861214827025,Active,1.61,0.51
0.34944041250556784,Irreversibly Silent,1.61,0.51
0.37124063998481294,Active,1.61,0.61
0.34944041250556784,Irreversibly Silent,1.61,0.61
0.3914232480205586,Active,1.61,0.71
0.34944041250556784,Irreversibly Silent,1.61,0.71
0.41014751437869623,Active,1.61,0.81
0.34944041250556784,Irreversibly Silent,1.61,0.81
0.42751885262119793,Active,1.61,0.91
0.34944041250556784,Irreversibly Silent,1.61,0.91
0.4436349982354848,Active,1.61,1.01
0.34944041250556784,Irreversibly Silent,1.61,1.01
