,time,gene,prot,pprod,pdeg,sstate,ks
0,0.0,1.1,100.0,50,0.5,100.0,0.1
1,0.0003113221310833876,1.1,101.0,50,0.5,100.0,0.1
2,0.0018268916362543543,1.1,102.0,50,0.5,100.0,0.1
3,0.0021359844462002,1.1,101.0,50,0.5,100.0,0.1
4,0.02768069491652208,1.1,102.0,50,0.5,100.0,0.1
5,0.03207139444347733,1.1,103.0,50,0.5,100.0,0.1
6,0.04293862301204093,1.1,104.0,50,0.5,100.0,0.1
7,0.048220598867871424,1.1,105.0,50,0.5,100.0,0.1
8,0.062375710034419454,1.1,106.0,50,0.5,100.0,0.1
9,0.0769227442930024,1.1,107.0,50,0.5,100.0,0.1
10,0.08294187358116292,1.1,106.0,50,0.5,100.0,0.1
11,0.08788773234296363,1.1,105.0,50,0.5,100.0,0.1
12,0.10101687421381625,1.1,104.0,50,0.5,100.0,0.1
13,0.10322114745297448,1.1,103.0,50,0.5,100.0,0.1
14,0.11148218485750722,1.1,102.0,50,0.5,100.0,0.1
15,0.11595204090290918,1.1,101.0,50,0.5,100.0,0.1
16,0.116745942364314,1.1,102.0,50,0.5,100.0,0.1
17,0.12547305160054098,1.1,101.0,50,0.5,100.0,0.1
18,0.15157803037740133,1.1,100.0,50,0.5,100.0,0.1
19,0.16770866361045686,1.1,101.0,50,0.5,100.0,0.1
20,0.17493600985425312,1.1,102.0,50,0.5,100.0,0.1
21,0.1803893086232042,1.1,103.0,50,0.5,100.0,0.1
22,0.1823938472704142,1.1,102.0,50,0.5,100.0,0.1
23,0.18872003712058014,1.1,103.0,50,0.5,100.0,0.1
24,0.204016433474631,1.1,102.0,50,0.5,100.0,0.1
25,0.21153036265056288,1.1,101.0,50,0.5,100.0,0.1
26,0.2177735759532567,1.1,102.0,50,0.5,100.0,0.1
27,0.21786209187904193,1.1,103.0,50,0.5,100.0,0.1
28,0.2288666339015655,1.1,102.0,50,0.5,100.0,0.1
29,0.2511263178566638,1.1,101.0,50,0.5,100.0,0.1
30,0.2558162495221331,1.1,100.0,50,0.5,100.0,0.1
31,0.2720873523471105,1.1,101.0,50,0.5,100.0,0.1
32,0.3123129911110734,1.1,102.0,50,0.5,100.0,0.1
33,0.32510810126070955,1.1,103.0,50,0.5,100.0,0.1
34,0.369195055667764,1.1,102.0,50,0.5,100.0,0.1
35,0.38873182107537285,1.1,103.0,50,0.5,100.0,0.1
36,0.38889594412404166,1.1,102.0,50,0.5,100.0,0.1
37,0.39684312080138534,1.1,101.0,50,0.5,100.0,0.1
38,0.40602793471911325,1.1,100.0,50,0.5,100.0,0.1
39,0.41617961001484366,1.1,101.0,50,0.5,100.0,0.1
40,0.42787553898943714,1.1,100.0,50,0.5,100.0,0.1
41,0.4416380394545354,1.1,101.0,50,0.5,100.0,0.1
42,0.46449527431358395,1.1,100.0,50,0.5,100.0,0.1
43,0.4741883567419004,1.1,101.0,50,0.5,100.0,0.1
44,0.4989734333796527,1.1,100.0,50,0.5,100.0,0.1
45,0.5098320309083479,1.1,99.0,50,0.5,100.0,0.1
46,0.5121242327073738,1.1,98.0,50,0.5,100.0,0.1
47,0.5196971654175769,1.1,97.0,50,0.5,100.0,0.1
48,0.540422725174214,1.1,96.0,50,0.5,100.0,0.1
49,0.5471250144206099,1.1,97.0,50,0.5,100.0,0.1
50,0.5690056667555484,1.1,96.0,50,0.5,100.0,0.1
51,0.5814726425296639,1.1,97.0,50,0.5,100.0,0.1
52,0.5864104540301198,1.1,98.0,50,0.5,100.0,0.1
53,0.610516537099554,1.1,99.0,50,0.5,100.0,0.1
54,0.6125976545565466,1.1,98.0,50,0.5,100.0,0.1
55,0.6244854854572338,1.1,99.0,50,0.5,100.0,0.1
56,0.6289068321237967,1.1,100.0,50,0.5,100.0,0.1
57,0.6629272473016031,1.1,101.0,50,0.5,100.0,0.1
58,0.6860236826374094,1.1,102.0,50,0.5,100.0,0.1
59,0.7101742788738208,1.1,101.0,50,0.5,100.0,0.1
60,0.7177953576026421,1.1,100.0,50,0.5,100.0,0.1
61,0.7237973227476833,1.1,99.0,50,0.5,100.0,0.1
62,0.7245298989951903,1.1,100.0,50,0.5,100.0,0.1
63,0.7249539961150797,1.1,101.0,50,0.5,100.0,0.1
64,0.7434630076138082,1.1,100.0,50,0.5,100.0,0.1
65,0.7473966961763743,1.1,99.0,50,0.5,100.0,0.1
66,0.7565963047898134,1.1,100.0,50,0.5,100.0,0.1
67,0.7690614138064876,1.1,99.0,50,0.5,100.0,0.1
68,0.7899203435345398,1.1,100.0,50,0.5,100.0,0.1
69,0.7967191600652919,1.1,99.0,50,0.5,100.0,0.1
70,0.7968209320032729,1.1,100.0,50,0.5,100.0,0.1
71,0.8005831652582751,1.1,101.0,50,0.5,100.0,0.1
72,0.804032919703861,1.1,100.0,50,0.5,100.0,0.1
73,0.8082808260978989,1.1,99.0,50,0.5,100.0,0.1
74,0.8147793946539753,1.1,98.0,50,0.5,100.0,0.1
75,0.8366061547907077,1.1,99.0,50,0.5,100.0,0.1
76,0.8369297743526108,1.1,98.0,50,0.5,100.0,0.1
77,0.8413171696990741,1.1,99.0,50,0.5,100.0,0.1
