hillcoeff,input,ka,kd50,ks,nmediators
3.0837842524671504,1.0,17.0,0.01457243258517678,19.5,20.0
3.084805333253216,1.0,16.75,0.014675955159581486,19.5,20.0
3.085834393203252,1.0,16.5,0.014781824925952638,19.5,20.0
3.086871097225604,1.0,16.25,0.014890131543524447,19.5,20.0
3.087915495907767,1.0,16.0,0.015000969633253298,19.5,20.0
3.0889685998239877,1.0,15.75,0.01511443988063702,19.5,20.0
3.0900297683816076,1.0,15.5,0.015230647928762317,19.5,20.0
3.091099159243389,1.0,15.25,0.015349705308158396,19.5,20.0
3.092177875336032,1.0,15.0,0.015471730033214469,19.5,20.0
3.093265575646194,1.0,14.75,0.015596848235759062,19.5,20.0
3.0943621833668384,1.0,14.5,0.015725192691418706,19.5,20.0
3.095468310085746,1.0,14.25,0.015856903444732055,19.5,20.0
3.0965846655678018,1.0,14.0,0.01599213045078123,19.5,20.0
3.097710105332218,1.0,13.75,0.016131033174001788,19.5,20.0
3.0988461746013813,1.0,13.5,0.016273780644693654,19.5,20.0
3.099993070088817,1.0,13.25,0.01642055378958054,19.5,20.0
3.101149744423025,1.0,13.0,0.0165715454577185,19.5,20.0
3.102318804290422,1.0,12.75,0.016726960559505944,19.5,20.0
3.103498432744128,1.0,12.5,0.016887020357571596,19.5,20.0
3.104690088545847,1.0,12.25,0.017051960285324245,19.5,20.0
3.105894201837828,1.0,12.0,0.017222032658008302,19.5,20.0
3.1071102352394586,1.0,11.75,0.017397510068416826,19.5,20.0
3.1083397278059897,1.0,11.5,0.01757868391710162,19.5,20.0
3.1095820456994008,1.0,11.25,0.017765869360610496,19.5,20.0
3.1108386533389756,1.0,11.0,0.01795940632732245,19.5,20.0
3.1121091609224427,1.0,10.75,0.01815966216917986,19.5,20.0
3.1133947299087494,1.0,10.5,0.01836703362714563,19.5,20.0
3.114695261798993,1.0,10.25,0.018581952717655975,19.5,20.0
3.1160115691818917,1.0,10.0,0.018804888568795593,19.5,20.0
3.1173448749277535,1.0,9.75,0.019036351341189018,19.5,20.0
3.1186948211492336,1.0,9.5,0.019276899209103342,19.5,20.0
3.1200627038037316,1.0,9.25,0.019527141470581957,19.5,20.0
3.1214491428323106,1.0,9.0,0.01978774731959881,19.5,20.0
3.122854653488331,1.0,8.75,0.020059451567354187,19.5,20.0
3.124280366742091,1.0,8.5,0.020343064964310868,19.5,20.0
3.125727157601453,1.0,8.25,0.020639482809913977,19.5,20.0
3.127195716531532,1.0,8.0,0.02094969781363821,19.5,20.0
3.128687338375387,1.0,7.75,0.021274814299322046,19.5,20.0
3.1302029836728678,1.0,7.5,0.02161606436174294,19.5,20.0
3.1317439434478214,1.0,7.25,0.021974826491077862,19.5,20.0
3.1333113552522396,1.0,7.0,0.022352651622330272,19.5,20.0
3.1349070511227968,1.0,6.75,0.02275128882132823,19.5,20.0
3.1365324838402375,1.0,6.5,0.023172720633774634,19.5,20.0
3.1381891164798383,1.0,6.25,0.02361920486510774,19.5,20.0
3.139879060153691,1.0,6.0,0.02409332522562106,19.5,20.0
3.1416045977809066,1.0,5.75,0.024598053627368457,19.5,20.0
3.143367844707705,1.0,5.5,0.025136831085460182,19.5,20.0
3.1451713552244516,1.0,5.25,0.025713664407237942,19.5,20.0
3.1470184112440753,1.0,5.0,0.02633325384295884,19.5,20.0
3.1489119796141036,1.0,4.75,0.027001154473504617,19.5,20.0
3.150856177294955,1.0,4.5,0.02772398712504218,19.5,20.0
3.1528549731258653,1.0,4.25,0.028509716928053513,19.5,20.0
3.154913537066209,1.0,4.0,0.029368026127485965,19.5,20.0
3.157037665382598,1.0,3.75,0.03031081934971825,19.5,20.0
3.159234120851889,1.0,3.5,0.03135292887391322,19.5,20.0
3.1615108493192317,1.0,3.25,0.032513108142280145,19.5,20.0
3.163873775596486,1.0,3.0,0.033815503253306234,19.5,20.0
3.166334637571726,1.0,2.75,0.035291744979644,19.5,20.0
3.168908370174166,1.0,2.5,0.03698428196879146,19.5,20.0
3.17161193873154,1.0,2.25,0.038951664834642734,19.5,20.0
3.174467831741242,1.0,2.0,0.04127734037191344,19.5,20.0
3.1775058853628653,1.0,1.75,0.04408515880892656,19.5,20.0
3.180766951422929,1.0,1.5,0.04756859346067371,19.5,20.0
3.1843099162267854,1.0,1.25,0.05205078485152646,19.5,20.0
3.1882252373518036,1.0,1.0,0.05812304308349576,19.5,20.0
3.1926707527976452,1.0,0.75,0.06702127113004362,19.5,20.0
3.197944984374029,1.0,0.5,0.08194837548330225,19.5,20.0
3.2047704523731495,1.0,0.25,0.1156440767411429,19.5,20.0
2.0167976683041813,1.0,0.0,43731.81475817244,19.5,20.0
3.0711055921192076,1.0,20.0,0.013577490923480554,19.25,20.0
3.0720515472378382,1.0,19.75,0.013658977758572234,19.25,20.0
3.0730031229057286,1.0,19.5,0.013742028329615102,19.25,20.0
3.0739613245993125,1.0,19.25,0.013826694018369924,19.25,20.0
3.0749263687449764,1.0,19.0,0.013913027690993339,19.25,20.0
3.0758978326120845,1.0,18.75,0.014001084655766475,19.25,20.0
3.0768756310890524,1.0,18.5,0.014090922625179504,19.25,20.0
3.077859949703422,1.0,18.25,0.014182602470853366,19.25,20.0
3.078851554650192,1.0,18.0,0.014276188585981509,19.25,20.0
3.0798501481932163,1.0,17.75,0.014371747736057539,19.25,20.0
3.080855725889714,1.0,17.5,0.014469350112654208,19.25,20.0
3.0818683952883057,1.0,17.25,0.01456906917409847,19.25,20.0
3.082888567658381,1.0,17.0,0.014670982770412882,19.25,20.0
3.0839166031027596,1.0,16.75,0.014775172890656305,19.25,20.0
3.0849521253134604,1.0,16.5,0.014881725328388983,19.25,20.0
3.085995096931012,1.0,16.25,0.014990730127277266,19.25,20.0
3.0870468619458573,1.0,16.0,0.015102282928469407,19.25,20.0
3.0881066827810137,1.0,15.75,0.015216484962938976,19.25,20.0
3.0891744045603944,1.0,15.5,0.015333442427120115,19.25,20.0
3.0902509848148587,1.0,15.25,0.015453267361458335,19.25,20.0
3.091336830346176,1.0,15.0,0.015576079156903115,19.25,20.0
3.0924314912377056,1.0,14.75,0.015702004623515373,19.25,20.0
3.09353491524385,1.0,14.5,0.0158311768552384,19.25,20.0
3.094648834479103,1.0,14.25,0.015963736951302328,19.25,20.0
3.0957721026863143,1.0,14.0,0.01609983637326602,19.25,20.0
3.0969046092441888,1.0,13.75,0.016239635195522257,19.25,20.0
3.098048737849414,1.0,13.5,0.016383303473475344,19.25,20.0
3.0992023242318183,1.0,13.25,0.016531023789038528,19.25,20.0
3.1003671958053,1.0,13.0,0.016682989464636984,19.25,20.0
3.1015436020311493,1.0,12.75,0.01683940745844639,19.25,20.0
3.1027308059026804,1.0,12.5,0.017000500329722747,19.25,20.0
3.103930550231733,1.0,12.25,0.017166504376090918,19.25,20.0
3.105142128999275,1.0,12.0,0.01733767457291667,19.25,20.0
3.106366368619297,1.0,11.75,0.017514284472940494,19.25,20.0
3.107603582636225,1.0,11.5,0.017696627678957286,19.25,20.0
3.1088543116689262,1.0,11.25,0.017885021396360352,19.25,20.0
3.1101189118307433,1.0,11.0,0.018079807864520295,19.25,20.0
3.1113978837682135,1.0,10.75,0.018281356393976232,19.25,20.0
3.112691543082662,1.0,10.5,0.018490066589666704,19.25,20.0
3.114000825545004,1.0,10.25,0.018706373458133668,19.25,20.0
3.1153257967370163,1.0,10.0,0.018930748627922434,19.25,20.0
3.1166674201689606,1.0,9.75,0.019163706274067018,19.25,20.0
3.118026459465779,1.0,9.5,0.019405807418597078,19.25,20.0
3.1194031661975803,1.0,9.25,0.01965766568260729,19.25,20.0
3.120798572839019,1.0,9.0,0.019919954659225796,19.25,20.0
3.1222134465785354,1.0,8.75,0.020193413626694114,19.25,20.0
3.1236483323870723,1.0,8.5,0.020478859212834644,19.25,20.0
3.1251044627444853,1.0,8.25,0.02077719155963837,19.25,20.0
3.1265825245801264,1.0,8.0,0.02108941076194848,19.25,20.0
3.128083912947925,1.0,7.75,0.021416627615389237,19.25,20.0
3.1296094554412592,1.0,7.5,0.021760082451719193,19.25,20.0
3.131160485148447,1.0,7.25,0.022121162674438363,19.25,20.0
3.1327382756332405,1.0,7.0,0.022501428963192387,19.25,20.0
3.134344331816461,1.0,6.75,0.022902642549496213,19.25,20.0
3.1359801618085665,1.0,6.5,0.023326797806314612,19.25,20.0
3.137647672428078,1.0,6.25,0.023776167625230462,19.25,20.0
3.13934875598945,1.0,6.0,0.024253352242330325,19.25,20.0
3.1410853307301445,1.0,5.75,0.024761343263043616,19.25,20.0
3.1428599338804126,1.0,5.5,0.025303603780562147,19.25,20.0
3.1446753119135233,1.0,5.25,0.025884166012625616,19.25,20.0
3.1465343275556856,1.0,5.0,0.026507761246320472,19.25,20.0
3.148440249423182,1.0,4.75,0.02717998003653556,19.25,20.0
3.1503968634908364,1.0,4.5,0.02790748661705421,19.25,20.0
3.15240867098655,1.0,4.25,0.0286982976209364,19.25,20.0
3.1544805695644618,1.0,4.0,0.029562157053684153,19.25,20.0
3.1566183818351243,1.0,3.75,0.030511047817767558,19.25,20.0
3.158829043690213,1.0,3.5,0.03155989750447471,19.25,20.0
3.1611204724950235,1.0,3.25,0.03272758105964973,19.25,20.0
3.1634995510195427,1.0,3.0,0.03403839405565123,19.25,20.0
3.1659766025562592,1.0,2.75,0.03552418329931367,19.25,20.0
3.1685671663798307,1.0,2.5,0.03722766715037398,19.25,20.0
3.1712885300323714,1.0,2.25,0.039207775299689517,19.25,20.0
3.1741632036722014,1.0,2.0,0.04154849495739933,19.25,20.0
3.177221169768065,1.0,1.75,0.044374477568396416,19.25,20.0
3.1805035995908724,1.0,1.5,0.04788044883637417,19.25,20.0
3.1840697495675934,1.0,1.25,0.052391639846510775,19.25,20.0
3.1880105835883787,1.0,1.0,0.05850318837062608,19.25,20.0
3.1924845004457607,1.0,0.75,0.06745900184063093,19.25,20.0
3.1977945366541927,1.0,0.5,0.08248270605414099,19.25,20.0
3.204663692980886,1.0,0.25,0.11639649074063305,19.25,20.0
2.0167976683041813,1.0,0.0,43731.81475817244,19.25,20.0
3.0701164185920584,1.0,20.0,0.013670895499181527,19.0,20.0
3.0710677727613227,1.0,19.75,0.013752914530376182,19.0,20.0
3.0720260232853165,1.0,19.5,0.013836507893236233,19.0,20.0
3.0729908653096025,1.0,19.25,0.013921726787303959,19.0,20.0
3.0739618806958373,1.0,19.0,0.014008624500850716,19.0,20.0
3.0749390779623886,1.0,18.75,0.014097256604918187,19.0,20.0
3.0759229457449306,1.0,18.5,0.014187681146153677,19.0,20.0
3.0769142139528087,1.0,18.25,0.01427995987317067,19.0,20.0
3.077912316661679,1.0,18.0,0.01437415729211446,19.0,20.0
3.078917235960475,1.0,17.75,0.014470340678864345,19.0,20.0
3.079929002556884,1.0,17.5,0.014568580520198344,19.0,20.0
3.080948424671458,1.0,17.25,0.014668950685108682,19.0,20.0
3.0819756743864253,1.0,17.0,0.01477153005026309,19.0,20.0
3.0830102744615924,1.0,16.75,0.014876400873050187,19.0,20.0
3.0840520141705827,1.0,16.5,0.014983649269838197,19.0,20.0
3.0851024271846454,1.0,16.25,0.01509336588712871,19.0,20.0
3.086161149891391,1.0,16.0,0.015205647535677304,19.0,20.0
3.0872275322366076,1.0,15.75,0.015320595733379683,19.0,20.0
3.088302118291358,1.0,15.5,0.015438317242161187,19.0,20.0
3.089386294642099,1.0,15.25,0.015558924723040542,19.0,20.0
3.0904792339218523,1.0,15.0,0.01568253925739065,19.0,20.0
3.091580526859709,1.0,14.75,0.01580928775087261,19.0,20.0
3.092691864926243,1.0,14.5,0.015939303609044653,19.0,20.0
3.0938131399449156,1.0,14.25,0.016072730050819578,19.0,20.0
3.094942991660498,1.0,14.0,0.01620971904394552,19.0,20.0
3.0960839349107085,1.0,13.75,0.016350431231217995,19.0,20.0
3.097235166055641,1.0,13.5,0.0164950386667743,19.0,20.0
3.0983961952235384,1.0,13.25,0.01664372463130537,19.0,20.0
3.099569270272438,1.0,13.0,0.016796683284143858,19.0,20.0
3.1007528986350525,1.0,12.75,0.016954124140559728,19.0,20.0
3.1019482500046434,1.0,12.5,0.017116270037006037,19.0,20.0
3.103155949635853,1.0,12.25,0.017283359241917845,19.0,20.0
3.1043753515596433,1.0,12.0,0.017455648746940083,19.0,20.0
3.105607903120016,1.0,11.75,0.01763341326559845,19.0,20.0
3.1068530950783715,1.0,11.5,0.01781694884016887,19.0,20.0
3.1081121775058076,1.0,11.25,0.018006574594143034,19.0,20.0
3.1093850274181696,1.0,11.0,0.018202635016736336,19.0,20.0
3.1106725720523065,1.0,10.75,0.018405501559761513,19.0,20.0
3.111974775100069,1.0,10.5,0.018615576837258698,19.0,20.0
3.1132923744834535,1.0,10.25,0.01883329871537968,19.0,20.0
3.114626536779115,1.0,10.0,0.019059141443371123,19.0,20.0
3.1159768267706816,1.0,9.75,0.01929362326585333,19.0,20.0
3.117344793943749,1.0,9.5,0.019537308156772744,19.0,20.0
3.118730621035325,1.0,9.25,0.019790814209553663,19.0,20.0
3.1201351022461856,1.0,9.0,0.020054819252832375,19.0,20.0
3.121559376805725,1.0,8.75,0.020330067629627246,19.0,20.0
3.123003894944691,1.0,8.5,0.020617381087834154,19.0,20.0
3.1244696119686757,1.0,8.25,0.020917665700083972,19.0,20.0
3.125957429553688,1.0,8.0,0.0212319282911751,19.0,20.0
3.1274686565589978,1.0,7.75,0.021561286898438944,19.0,20.0
3.1290042692464666,1.0,7.5,0.02190698964660264,19.0,20.0
3.1305654838439994,1.0,7.25,0.022270433637028332,19.0,20.0
3.1321537193733064,1.0,7.0,0.022653189162667245,19.0,20.0
3.133770341784674,1.0,6.75,0.023057029377393862,19.0,20.0
3.1354170426594625,1.0,6.5,0.023483961744657344,19.0,20.0
3.137095628493194,1.0,6.25,0.023936273909543823,19.0,20.0
3.1388078168992513,1.0,6.0,0.02441658300203803,19.0,20.0
3.1405558523704795,1.0,5.75,0.02492790066093817,19.0,20.0
3.142342293228902,1.0,5.5,0.02547371226229736,19.0,20.0
3.1441695125008584,1.0,5.25,0.02605807679555145,19.0,20.0
3.146040680454248,1.0,5.0,0.02668575648951148,19.0,20.0
3.147959178169122,1.0,4.75,0.027362378440076735,19.0,20.0
3.149928701047486,1.0,4.5,0.028094650918409292,19.0,20.0
3.151953608620962,1.0,4.25,0.028890642718138047,19.0,20.0
3.1540391342379963,1.0,4.0,0.029760161651555078,19.0,20.0
3.1561910014452677,1.0,3.75,0.030715269640167783,19.0,20.0
3.158415881288305,1.0,3.5,0.031770992237947916,19.0,20.0
3.1607223100617445,1.0,3.25,0.03294632766969939,19.0,20.0
3.1631177685234184,1.0,3.0,0.03426572437436394,19.0,20.0
3.165611387511814,1.0,2.75,0.03576124847999678,19.0,20.0
3.1682192595173326,1.0,2.5,0.03747589454193861,19.0,20.0
3.1709587479182537,1.0,2.25,0.03946897818453626,19.0,20.0
3.173852628281934,1.0,2.0,0.041825037320961767,19.0,20.0
3.176930870715912,1.0,1.75,0.04466954139408401,19.0,20.0
3.180235103218402,1.0,1.5,0.04819849228823008,19.0,20.0
3.183824848864859,1.0,1.25,0.0527392536062269,19.0,20.0
3.1877917109103704,1.0,1.0,0.05889086481615152,19.0,20.0
3.19229460904839,1.0,0.75,0.0679053958902271,19.0,20.0
3.1976410147742738,1.0,0.5,0.0830276020503347,19.0,20.0
3.2045548271409805,1.0,0.25,0.11716375851607205,19.0,20.0
2.0167976683041813,1.0,0.0,43731.81475817244,19.0,20.0
3.069107305169966,1.0,20.0,0.013766222419589899,18.75,20.0
3.0700657071161936,1.0,19.75,0.013848784469172636,18.75,20.0
3.0710303918753175,1.0,19.5,0.01393293150035008,18.75,20.0
3.072000997262828,1.0,19.25,0.014018714786327009,18.75,20.0
3.072977685291454,1.0,19.0,0.014106187831274156,18.75,20.0
3.0739609710943108,1.0,18.75,0.014195406433369397,18.75,20.0
3.0749520993438484,1.0,18.5,0.01428642920071568,18.75,20.0
3.0759498733895825,1.0,18.25,0.014379318791388422,18.75,20.0
3.076954306440824,1.0,18.0,0.014474139807802629,18.75,20.0
